matchYear,matchID,leftTeam,leftScore,rightTeam,rightScore,refName,leftPenalties,rightPenalties
2017,98,Sharks,9,Rebels,9,Marius van der westhuizen,6,19
2017,101,Highlanders,57,Stormers,14,Glen Jackson,12,9
2017,102,Chiefs,27,Sunwolves,20,Will Houston,12,12
2017,103,Reds,26,NSW Waratahs,29,Paul Williams,16,4
2017,104,Force,15,Lions,24,Michael Fraser,15,9
2017,105,Cheetahs,21,Crusaders,48,Federico Anselmi,11,10
2017,106,Kings,44,Rebels,3,Marius van der westhuizen,11,5
2017,107,Jaguares,25,Sharks,33,Jaco Peyper,8,10
2017,108,Brumbies,12,Blues,18,Nick Briant,7,8
2017,111,Hurricanes,41,Stormers,22,Glen Jackson,16,14
2017,112,Cheetahs,41,Highlanders,45,Marius van der westhuizen,10,8
2017,113,Rebels,10,Lions,47,Shuhei Kubo,6,12
2017,114,Chiefs,46,Reds,17,Jamie Nutbrown,10,5
2017,115,NSW Waratahs,33,Blues,40,Angus Gardner,8,9
2017,116,Sharks,37,Force,12,Rasta Rasivhenge,4,10
2017,117,Bulls,24,Crusaders,62,Nic Berry,10,8
2017,118,Jaguares,46,Sunwolves,39,Jaco Van heerden,9,11
2017,121,Blues,50,Cheetahs,32,Brendon Pickerill,12,11
2017,122,Brumbies,6,Lions,13,Paul Williams,8,11
2017,123,Crusaders,20,Hurricanes,12,Jaco Peyper,11,12
2017,124,Rebels,24,Reds,29,Marius van der westhuizen,8,11
2017,125,Bulls,10,Highlanders,17,Jaco Van heerden,4,8
2017,126,Kings,35,Sharks,32,Federico Anselmi,11,6
2017,127,Jaguares,6,Force,16,Ben O'keeffe,10,10
2017,131,Chiefs,24,Crusaders,31,Michael Fraser,9,4
2017,132,Stormers,30,Blues,22,Jaco Van heerden,9,13
2017,133,Hurricanes,61,Cheetahs,7,Nic Berry,8,11
2017,134,Force,6,Highlanders,55,Shuhei Kubo,7,5
2017,135,Sunwolves,17,Sharks,38,Rohan Hoffmann,10,7
2017,137,Lions,51,Bulls,14,Quinton Immelman,9,10
2017,136,Kings,10,Brumbies,19,Jaco Peyper,12,6
2017,138,NSW Waratahs,50,Rebels,23,Angus Gardner,10,5
2017,141,Blues,16,Chiefs,16,Nick Briant,4,11
2017,142,Reds,26,Force,40,Brendon Pickerill,11,6
2017,143,Sunwolves,7,Cheetahs,47,Will Houston,10,7
2017,144,Highlanders,44,NSW Waratahs,28,Ben O'keeffe,8,11
2017,145,Rebels,19,Crusaders,41,Glen Jackson,8,13
2017,146,Bulls,20,Hurricanes,34,Egon Seconds,5,14
2017,147,Sharks,22,Stormers,10,Marius van der westhuizen,14,6
2017,148,Jaguares,15,Brumbies,39,Michael Fraser,9,8
2017,149,Lions,54,Kings,10,Jaco Peyper,11,8
2017,151,Blues,34,Reds,29,Ben O'keeffe,7,4
2017,152,Crusaders,25,Highlanders,22,Glen Jackson,9,8
2017,153,Chiefs,46,NSW Waratahs,31,Paul Williams,12,8
2017,154,Brumbies,32,Rebels,3,Nick Briant,6,10
2017,155,Force,12,Hurricanes,34,Rohan Hoffmann,8,14
2017,159,Sharks,17,Bulls,30,Angus Gardner,11,6
2017,156,Jaguares,30,Kings,31,Jamie Nutbrown,9,12
2017,158,Cheetahs,34,Stormers,40,Jaco Van heerden,14,11
2017,157,Lions,94,Sunwolves,7,Egon Seconds,6,3
2017,161,Hurricanes,14,Chiefs,17,Nick Briant,4,7
2017,162,Reds,16,Brumbies,15,Brendon Pickerill,7,6
2017,163,Force,31,Rebels,22,Will Houston,12,6
2017,164,NSW Waratahs,27,Jaguares,40,Ben O'keeffe,12,15
2017,165,Bulls,30,Kings,31,Federico Anselmi,6,11
2017,166,Stormers,52,Sunwolves,15,Quinton Immelman,3,4
2017,171,Highlanders,40,Reds,17,Michael Fraser,6,8
2017,172,Rebels,29,Jaguares,32,Angus Gardner,7,9
2017,173,Kings,20,Cheetahs,21,Shuhei Kubo,15,9
2017,174,Sunwolves,48,Blues,21,Rasta Rasivhenge,7,7
2017,175,Chiefs,28,Brumbies,10,Ben O'keeffe,11,11
2017,176,Hurricanes,31,Crusaders,22,Glen Jackson,7,15
2017,177,Force,40,NSW Waratahs,11,Nic Berry,9,14
2017,179,Bulls,33,Stormers,41,Quinton Immelman,9,4
2017,178,Sharks,10,Lions,27,Marius van der westhuizen,14,7
2017,184,Brumbies,16,Hurricanes,35,Glen Jackson,7,10
2017,182,Crusaders,17,Highlanders,0,Angus Gardner,6,9
2017,181,Lions,23,Sharks,21,Marius van der westhuizen,6,13
2017,183,Stormers,11,Chiefs,17,Jaco Peyper,9,10
2017,192,Crusaders,27,Chiefs,13,Glen Jackson,7,5
2017,191,Lions,44,Hurricanes,29,Jaco Peyper,5,8
2017,201,Lions,17,Crusaders,25,Jaco Peyper,11,11
2018,11,Stormers,28,Jaguares,20,Jaco Peyper,13,15
2018,12,Lions,26,Sharks,19,Glen Jackson,7,11
2018,21,Highlanders,41,Blues,34,Jamie Nutbrown,7,11
2018,22,Rebels,45,Reds,19,Brendon Pickerill,11,8
2018,23,Sunwolves,25,Brumbies,32,Paul Williams,10,7
2018,24,Crusaders,45,Chiefs,23,Ben O'keeffe,10,10
2018,25,NSW Waratahs,34,Stormers,27,Angus Gardner,12,9
2018,26,Lions,47,Jaguares,27,Jaco Peyper,9,12
2018,27,Bulls,21,Hurricanes,19,Rasta Rasivhenge,10,12
2018,31,Blues,21,Chiefs,27,Ben O'keeffe,8,10
2018,32,Reds,18,Brumbies,10,Angus Gardner,5,13
2018,34,Sunwolves,17,Rebels,37,Egon Seconds,3,16
2018,33,Crusaders,45,Stormers,28,Nic Berry,11,8
2018,35,Sharks,24,NSW Waratahs,24,Jaco Peyper,3,8
2018,36,Bulls,35,Lions,49,Marius van der westhuizen,11,12
2018,37,Jaguares,9,Hurricanes,34,Nick Briant,11,15
2018,41,Highlanders,33,Stormers,15,Glen Jackson,11,8
2018,42,Rebels,33,Brumbies,10,Will Houston,13,8
2018,43,Hurricanes,29,Crusaders,19,Brendon Pickerill,11,12
2018,44,Reds,20,Bulls,14,Jamie Nutbrown,5,15
2018,45,Sharks,50,Sunwolves,22,Federico Anselmi,10,4
2018,46,Lions,35,Blues,38,Nic Berry,6,6
2018,47,Jaguares,38,NSW Waratahs,28,Michael Fraser,8,10
2018,51,Chiefs,41,Bulls,28,Shuhei Kubo,12,9
2018,52,Highlanders,25,Crusaders,17,Nick Briant,9,7
2018,53,Brumbies,24,Sharks,17,Glen Jackson,12,14
2018,54,Stormers,37,Blues,20,Nic Berry,12,10
2018,55,Lions,40,Sunwolves,38,Rasta Rasivhenge,8,12
2018,56,Jaguares,7,Reds,18,Paul Williams,10,14
2018,57,NSW Waratahs,51,Rebels,27,Brendon Pickerill,5,6
2018,61,Crusaders,33,Bulls,14,Federico Anselmi,12,8
2018,62,Rebels,46,Sharks,14,Shuhei Kubo,9,11
2018,63,Sunwolves,10,Chiefs,61,Will Houston,6,11
2018,64,Hurricanes,29,Highlanders,12,Michael Fraser,6,8
2018,65,Stormers,25,Reds,19,Marius van der westhuizen,5,11
2018,66,Jaguares,49,Lions,35,Jamie Nutbrown,12,6
2018,71,Chiefs,27,Highlanders,22,Glen Jackson,6,6
2018,72,Rebels,19,Hurricanes,50,Angus Gardner,12,10
2018,73,Blues,40,Sharks,63,Nick Briant,10,6
2018,74,Brumbies,17,NSW Waratahs,24,Paul Williams,10,10
2018,75,Bulls,33,Stormers,23,Marius van der westhuizen,12,12
2018,76,Lions,8,Crusaders,14,Jaco Peyper,8,12
2018,81,Hurricanes,38,Sharks,37,Nic Berry,5,16
2018,82,Sunwolves,29,NSW Waratahs,50,Angus Gardner,3,15
2018,83,Chiefs,21,Blues,19,Paul Williams,9,12
2018,84,Brumbies,45,Reds,21,Ben O'keeffe,11,10
2018,85,Lions,52,Stormers,31,Jaco Peyper,13,7
2018,86,Jaguares,14,Crusaders,40,Marius van der westhuizen,6,11
2018,91,Hurricanes,25,Chiefs,13,Jamie Nutbrown,10,11
2018,92,Sunwolves,10,Blues,24,Nick Briant,9,7
2018,93,Rebels,22,Jaguares,25,Nic Berry,14,9
2018,94,Highlanders,43,Brumbies,17,Ben O'keeffe,12,2
2018,95,NSW Waratahs,37,Reds,16,Angus Gardner,10,7
2018,96,Sharks,10,Bulls,40,Egon Seconds,11,10
2018,101,Blues,16,Highlanders,34,Marius van der westhuizen,7,8
2018,102,NSW Waratahs,0,Lions,29,Michael Fraser,12,8
2018,103,Crusaders,33,Sunwolves,11,Brendon Pickerill,8,12
2018,104,Reds,12,Chiefs,36,Jaco Peyper,8,11
2018,105,Bulls,28,Rebels,10,Ben O'keeffe,14,11
2018,106,Sharks,24,Stormers,17,Glen Jackson,10,7
2018,107,Brumbies,20,Jaguares,25,Angus Gardner,10,10
2018,111,Hurricanes,43,Sunwolves,15,Jamie Nutbrown,9,12
2018,112,Stormers,34,Rebels,18,Ben O'keeffe,13,12
2018,113,Reds,27,Lions,22,Angus Gardner,9,12
2018,114,Blues,13,Jaguares,20,Paul Williams,15,9
2018,115,Brumbies,8,Crusaders,21,Jaco Peyper,11,12
2018,116,Bulls,28,Highlanders,29,Glen Jackson,12,14
2018,121,Chiefs,19,Jaguares,23,Michael Fraser,10,12
2018,122,Rebels,10,Crusaders,55,Nick Briant,12,6
2018,124,Hurricanes,28,Lions,19,Nic Berry,12,10
2018,123,NSW Waratahs,21,Blues,24,Jaco Peyper,12,9
2018,125,Stormers,29,Bulls,17,Glen Jackson,13,14
2018,126,Sharks,38,Highlanders,12,Marius van der westhuizen,6,10
2018,131,Blues,15,Hurricanes,36,Jaco Peyper,14,6
2018,132,Sunwolves,63,Reds,28,Egon Seconds,7,12
2018,133,Crusaders,31,NSW Waratahs,29,Ben O'keeffe,7,17
2018,134,Highlanders,39,Lions,27,Angus Gardner,12,8
2018,135,Brumbies,24,Rebels,27,Nic Berry,10,12
2018,136,Stormers,9,Chiefs,15,Michael Fraser,15,8
2018,137,Bulls,39,Sharks,33,Rasta Rasivhenge,10,5
2018,141,Hurricanes,38,Reds,34,Ben O'keeffe,6,7
2018,142,Sunwolves,26,Stormers,23,Nic Berry,9,3
2018,143,Blues,24,Crusaders,32,Glen Jackson,10,7
2018,144,NSW Waratahs,41,Highlanders,12,Brendon Pickerill,7,9
2018,145,Sharks,28,Chiefs,24,Michael Fraser,5,10
2018,146,Lions,42,Brumbies,24,Nick Briant,9,17
2018,147,Jaguares,54,Bulls,24,Federico Anselmi,7,11
2018,151,Crusaders,24,Hurricanes,13,Angus Gardner,6,14
2018,152,Rebels,40,Sunwolves,13,Federico Anselmi,11,7
2018,153,Jaguares,29,Sharks,13,Paul Williams,9,10
2018,154,Chiefs,39,NSW Waratahs,27,Glen Jackson,8,5
2018,155,Reds,15,Highlanders,18,Rasta Rasivhenge,10,6
2018,156,Bulls,28,Brumbies,38,Marius van der westhuizen,11,11
2018,157,Stormers,23,Lions,26,Nick Briant,13,14
2018,161,Highlanders,30,Hurricanes,14,Ben O'keeffe,12,12
2018,162,Blues,10,Rebels,20,Nick Briant,13,10
2018,163,Chiefs,20,Crusaders,34,Nic Berry,10,8
2018,164,Reds,41,NSW Waratahs,52,Angus Gardner,7,10
2018,165,Brumbies,41,Sunwolves,31,Rasta Rasivhenge,5,10
2018,171,Blues,39,Reds,16,Egon Seconds,14,11
2018,172,Rebels,26,NSW Waratahs,31,Nic Berry,8,14
2018,173,Highlanders,22,Chiefs,45,Paul Williams,10,9
2018,174,Brumbies,24,Hurricanes,12,Nick Briant,6,12
2018,175,Sunwolves,42,Bulls,37,Ben O'keeffe,11,7
2018,176,Sharks,31,Lions,24,Jaco Peyper,10,7
2018,177,Jaguares,25,Stormers,14,Angus Gardner,11,9
2018,181,Crusaders,45,Highlanders,22,Brendon Pickerill,10,11
2018,182,Reds,37,Rebels,23,Paul Williams,11,17
2018,183,Chiefs,24,Brumbies,19,Rasta Rasivhenge,12,3
2018,184,Hurricanes,42,Blues,24,Ben O'keeffe,8,8
2018,185,NSW Waratahs,77,Sunwolves,25,Federico Anselmi,5,8
2018,186,Bulls,43,Jaguares,34,Egon Seconds,13,10
2018,187,Stormers,27,Sharks,16,Jaco Peyper,6,11
2018,191,Chiefs,28,Hurricanes,24,Michael Fraser,8,5
2018,192,Reds,48,Sunwolves,27,Ben O'keeffe,10,7
2018,193,Highlanders,43,Rebels,37,Glen Jackson,9,8
2018,194,Crusaders,54,Blues,17,Federico Anselmi,11,4
2018,195,NSW Waratahs,31,Brumbies,40,Angus Gardner,9,8
2018,196,Lions,38,Bulls,12,Marius van der westhuizen,6,14
2018,197,Sharks,20,Jaguares,10,Rasta Rasivhenge,3,9
2018,201,Hurricanes,32,Chiefs,31,Glen Jackson,10,8
2018,202,Crusaders,40,Sharks,10,Michael Fraser,10,8
2018,203,NSW Waratahs,30,Highlanders,23,Angus Gardner,9,9
2018,204,Lions,40,Jaguares,23,Jaco Peyper,10,13
2018,211,Crusaders,30,Hurricanes,12,Jaco Peyper,5,7
2018,212,Lions,44,NSW Waratahs,26,Glen Jackson,7,15
2018,221,Crusaders,37,Lions,18,Angus Gardner,15,6
2019,11,Chiefs,27,Highlanders,30,Glen Jackson,10,7
2019,12,Brumbies,27,Rebels,34,Ben O'keeffe,6,11
2019,13,Blues,22,Crusaders,24,Nick Briant,11,13
2019,14,NSW Waratahs,19,Hurricanes,20,Angus Gardner,14,12
2019,15,Sunwolves,10,Sharks,45,Nic Berry,16,7
2019,16,Bulls,40,Stormers,3,Jaco Peyper,12,8
2019,17,Jaguares,16,Lions,25,Michael Fraser,14,10
2019,21,Highlanders,36,Reds,31,Federico Anselmi,6,8
2019,22,Sunwolves,30,NSW Waratahs,31,AJ Jacobs,9,8
2019,23,Crusaders,38,Hurricanes,22,Ben O'keeffe,13,13
2019,24,Brumbies,54,Chiefs,17,Angus Gardner,10,8
2019,25,Sharks,26,Blues,7,Paul Williams,11,9
2019,26,Stormers,19,Lions,17,Egon Seconds,13,15
2019,27,Jaguares,27,Bulls,12,Brendon Pickerill,12,10
2019,31,Hurricanes,43,Brumbies,13,Nick Briant,13,6
2019,32,Rebels,24,Highlanders,19,AJ Jacobs,10,8
2019,33,Chiefs,15,Sunwolves,30,Federico Anselmi,4,14
2019,34,Reds,12,Crusaders,22,Marius van der westhuizen,9,7
2019,35,Lions,12,Bulls,30,Paul Williams,11,10
2019,36,Sharks,11,Stormers,16,Jaco Peyper,12,7
2019,37,Jaguares,23,Blues,19,Rasta Rasivhenge,10,7
2019,41,Hurricanes,25,Highlanders,22,Damon Murphy,9,12
2019,42,Rebels,29,Brumbies,26,AJ Jacobs,12,12
2019,43,Crusaders,57,Chiefs,28,Brendon Pickerill,11,5
2019,44,Blues,28,Sunwolves,20,Michael Fraser,3,15
2019,45,NSW Waratahs,28,Reds,17,Glen Jackson,14,10
2019,46,Lions,47,Jaguares,39,Rasta Rasivhenge,9,9
2019,47,Bulls,37,Sharks,14,Marius van der westhuizen,6,7
2019,51,Chiefs,23,Hurricanes,23,Michael Fraser,7,6
2019,52,Brumbies,19,NSW Waratahs,13,Glen Jackson,9,10
2019,53,Stormers,35,Jaguares,8,Jaco Peyper,6,9
2019,54,Sunwolves,31,Reds,34,Damon Murphy,11,4
2019,56,Lions,36,Rebels,33,Egon Seconds,1,20
2019,61,Blues,33,Highlanders,26,Marius van der westhuizen,10,7
2019,62,Hurricanes,34,Stormers,28,Glen Jackson,11,7
2019,63,NSW Waratahs,20,Crusaders,12,Jaco Peyper,3,6
2019,64,Sunwolves,24,Lions,37,Damon Murphy,12,6
2019,65,Bulls,20,Chiefs,56,AJ Jacobs,9,4
2019,66,Sharks,28,Rebels,14,Rasta Rasivhenge,7,11
2019,67,Reds,36,Brumbies,14,Paul Williams,10,7
2019,71,Hurricanes,8,Crusaders,32,Ben O'keeffe,8,14
2019,72,NSW Waratahs,29,Sunwolves,31,Paul Williams,5,6
2019,73,Blues,24,Stormers,9,Nick Briant,12,7
2019,74,Reds,13,Rebels,32,AJ Jacobs,8,8
2019,75,Sharks,16,Bulls,19,Michael Fraser,8,11
2019,76,Jaguares,27,Chiefs,30,Angus Gardner,9,10
2019,81,Highlanders,28,Hurricanes,31,Glen Jackson,6,11
2019,82,Reds,24,Stormers,12,Marius van der westhuizen,8,11
2019,83,Lions,5,Sharks,42,Michael Fraser,11,5
2019,84,Crusaders,36,Brumbies,14,Jaco Peyper,9,9
2019,85,Blues,32,NSW Waratahs,29,Federico Anselmi,7,7
2019,86,Rebels,42,Sunwolves,15,Nic Berry,16,6
2019,87,Bulls,20,Jaguares,22,Brendon Pickerill,9,15
2019,91,Crusaders,43,Highlanders,17,Ben O'keeffe,18,6
2019,92,Rebels,24,Stormers,41,Michael Fraser,7,8
2019,93,Chiefs,33,Blues,29,Angus Gardner,8,7
2019,94,Brumbies,31,Lions,20,Rasta Rasivhenge,12,7
2019,95,Sharks,17,Jaguares,51,Nick Briant,11,5
2019,96,Bulls,32,Reds,17,Glen Jackson,12,10
2019,101,Chiefs,17,Lions,23,Brendon Pickerill,8,6
2019,103,Sunwolves,23,Hurricanes,29,Angus Gardner,11,11
2019,102,Sharks,14,Reds,21,Federico Anselmi,7,8
2019,104,Highlanders,24,Blues,12,Paul Williams,7,8
2019,105,NSW Waratahs,23,Rebels,20,Damon Murphy,8,12
2019,106,Stormers,17,Brumbies,19,Nick Briant,8,12
2019,111,Crusaders,36,Lions,10,Paul Williams,10,11
2019,112,Sunwolves,0,Highlanders,52,Ben O'keeffe,10,9
2019,113,Hurricanes,47,Chiefs,19,Rasta Rasivhenge,6,4
2019,114,NSW Waratahs,15,Sharks,23,Nic Berry,8,9
2019,115,Stormers,24,Bulls,23,Glen Jackson,9,5
2019,116,Jaguares,20,Brumbies,15,Marius van der westhuizen,12,6
2019,121,Crusaders,21,Sharks,21,Brendon Pickerill,13,10
2019,122,Reds,32,Sunwolves,26,Angus Gardner,11,17
2019,123,Hurricanes,29,Rebels,19,Nic Berry,12,3
2019,124,Highlanders,31,Chiefs,31,Michael Fraser,4,8
2019,125,Brumbies,26,Blues,21,Damon Murphy,9,15
2019,126,Bulls,28,NSW Waratahs,21,Jaco Peyper,6,11
2019,127,Jaguares,30,Stormers,25,AJ Jacobs,14,8
2019,131,Blues,12,Hurricanes,22,Nick Briant,10,16
2019,132,Rebels,30,Reds,24,Angus Gardner,10,14
2019,133,Bulls,13,Crusaders,45,Rasta Rasivhenge,4,12
2019,134,Highlanders,32,Jaguares,27,Ben O'keeffe,7,11
2019,135,Chiefs,29,Sharks,23,Nic Berry,8,6
2019,136,Lions,29,NSW Waratahs,28,Egon Seconds,2,11
2019,137,Brumbies,33,Sunwolves,0,Damon Murphy,8,10
2019,141,Hurricanes,20,Jaguares,28,Brendon Pickerill,7,13
2019,142,Rebels,17,Bulls,32,Federico Anselmi,7,11
2019,143,Blues,23,Chiefs,8,Glen Jackson,5,9
2019,144,Reds,32,NSW Waratahs,40,Ben O'keeffe,7,3
2019,145,Lions,38,Highlanders,29,Rasta Rasivhenge,3,12
2019,146,Stormers,19,Crusaders,19,Nic Berry,8,13
2019,151,Chiefs,19,Reds,13,Angus Gardner,13,3
2019,152,Brumbies,22,Bulls,10,Jaco Peyper,11,10
2019,153,Sunwolves,7,Rebels,52,Nick Briant,14,10
2019,154,Crusaders,19,Blues,11,Michael Fraser,8,12
2019,155,NSW Waratahs,15,Jaguares,23,Paul Williams,6,7
2019,156,Stormers,34,Highlanders,22,Nic Berry,7,7
2019,157,Sharks,27,Lions,17,Marius van der westhuizen,8,8
2019,161,Blues,22,Bulls,22,Michael Fraser,6,9
2019,162,Rebels,15,NSW Waratahs,20,Paul Williams,7,7
2019,163,Sunwolves,19,Brumbies,42,Federico Anselmi,12,9
2019,164,Chiefs,40,Crusaders,27,Ben O'keeffe,6,3
2019,165,Reds,23,Jaguares,34,Jaco Peyper,8,9
2019,166,Sharks,17,Hurricanes,30,Nic Berry,9,8
2019,167,Lions,41,Stormers,22,Marius van der westhuizen,10,10
2019,171,Highlanders,24,Bulls,24,Angus Gardner,5,5
2019,172,Reds,29,Blues,28,Brendon Pickerill,7,16
2019,173,Crusaders,66,Rebels,0,Glen Jackson,5,7
2019,174,NSW Waratahs,24,Brumbies,35,Ben O'keeffe,9,8
2019,175,Lions,17,Hurricanes,37,Jaco Peyper,7,9
2019,176,Stormers,31,Sunwolves,18,AJ Jacobs,3,12
2019,177,Jaguares,34,Sharks,7,Nick Briant,11,11
2019,181,Highlanders,49,NSW Waratahs,12,Michael Fraser,4,7
2019,182,Rebels,8,Chiefs,59,Angus Gardner,7,8
2019,183,Jaguares,52,Sunwolves,10,Federico Anselmi,7,12
2019,184,Hurricanes,29,Blues,24,Glen Jackson,5,12
2019,185,Brumbies,40,Reds,27,Paul Williams,11,9
2019,186,Stormers,9,Sharks,12,AJ Jacobs,5,9
2019,187,Bulls,48,Lions,27,Marius van der westhuizen,13,8
2019,191,Crusaders,38,Highlanders,14,Jaco Peyper,7,9
2019,193,Jaguares,21,Chiefs,16,Glen Jackson,10,10
2019,192,Hurricanes,35,Bulls,28,Nic Berry,7,7
2019,194,Brumbies,38,Sharks,13,Michael Fraser,7,7
2019,202,Jaguares,39,Brumbies,7,Michael Fraser,6,5
2019,201,Crusaders,30,Hurricanes,26,Nic Berry,3,7
2019,211,Crusaders,19,Jaguares,3,Jaco Peyper,4,8
